year,country,brand,sales
2005,Germany,Mercedes-Benz,255
2005,Germany,Nissan,241
2005,Germany,Subaru,227
2005,Germany,Toyota,220
2005,Germany,Volkswagen,230
2005,Italy,Audi,207
2005,Italy,BMW,221
2005,Italy,Chevrolet,214
2005,Italy,Chrysler,196
2005,Italy,Dodge,221
2005,Italy,Ford,221
2005,Italy,Honda,216
2005,Italy,Hyundai,221
2005,Italy,Jeep,231
2005,Italy,Kia,242
2005,Italy,Land Rover,244
2005,Italy,Lexus,215
2005,Italy,Mazda,234
2005,Italy,Mercedes-Benz,212
2005,Italy,Nissan,193
2005,Italy,Subaru,222
2005,Italy,Toyota,201
2005,Italy,Volkswagen,189
2005,Japan,Audi,222
2005,Japan,BMW,206
2005,Japan,Chevrolet,218
2005,Japan,Chrysler,204
2005,Japan,Dodge,234
2005,Japan,Ford,222
2005,Japan,Honda,214
2005,Japan,Hyundai,238
2005,Japan,Jeep,254
2005,Japan,Kia,242
2005,Japan,Land Rover,252
2005,Japan,Lexus,238
2005,Japan,Mazda,235
2005,Japan,Mercedes-Benz,241
2005,Japan,Nissan,212
2005,Japan,Subaru,250
2005,Japan,Toyota,202
2005,Japan,Volkswagen,220
2005,Mexico,Audi,230
2005,Mexico,BMW,221
2005,Mexico,Chevrolet,227
2005,Mexico,Chrysler,213
2005,Mexico,Dodge,225
2005,Mexico,Ford,231
2005,Mexico,Honda,197
2005,Mexico,Hyundai,214
2005,Mexico,Jeep,207
2005,Mexico,Kia,222
2005,Mexico,Land Rover,202
2005,Mexico,Lexus,218
2005,Mexico,Mazda,255
2005,Mexico,Mercedes-Benz,231
2005,Mexico,Nissan,203
2005,Mexico,Subaru,230
2005,Mexico,Toyota,198
2005,Mexico,Volkswagen,245
2005,UK,Audi,215
2005,UK,BMW,217
2005,UK,Chevrolet,242
2005,UK,Chrysler,209
2005,UK,Dodge,225
2005,UK,Ford,216
2005,UK,Honda,222
2005,UK,Hyundai,226
2005,UK,Jeep,232
2005,UK,Kia,224
2005,UK,Land Rover,214
2005,UK,Lexus,213
2005,UK,Mazda,243
2005,UK,Mercedes-Benz,229
2005,UK,Nissan,216
2005,UK,Subaru,211
2005,UK,Toyota,213
2005,UK,Volkswagen,219
2005,USA,Audi,216
2005,USA,BMW,224
2005,USA,Chevrolet,231
2005,USA,Chrysler,227
2005,USA,Dodge,198
2005,USA,Ford,200
2005,USA,Honda,238
2005,USA,Hyundai,231
2005,USA,Jeep,237
2005,USA,Kia,215
2005,USA,Land Rover,245
2005,USA,Lexus,253
2005,USA,Mazda,203
2005,USA,Mercedes-Benz,231
2005,USA,Nissan,221
2005,USA,Subaru,220
2005,USA,Toyota,226
2005,USA,Volkswagen,229
2006,Australia,Audi,233
2006,Australia,BMW,218
2006,Australia,Chevrolet,206
2006,Australia,Chrysler,224
2006,Australia,Dodge,200
2006,Australia,Ford,205
2006,Australia,Honda,210
2006,Australia,Hyundai,206
2006,Australia,Jeep,207
2006,Australia,Kia,219
2006,Australia,Land Rover,230
2006,Australia,Lexus,205
2006,Australia,Mazda,228
2006,Australia,Mercedes-Benz,222
2006,Australia,Nissan,198
2006,Australia,Subaru,223
2006,Australia,Toyota,206
2006,Australia,Volkswagen,216
2006,Brazil,Audi,218
2006,Brazil,BMW,226
2006,Brazil,Chevrolet,226
2006,Brazil,Chrysler,228
2006,Brazil,Dodge,219
2006,Brazil,Ford,225
2006,Brazil,Honda,236
2006,Brazil,Hyundai,214
2006,Brazil,Jeep,196
2006,Brazil,Kia,238
2006,Brazil,Land Rover,217
2006,Brazil,Lexus,217
2006,Brazil,Mazda,197
2006,Brazil,Mercedes-Benz,242
2006,Brazil,Nissan,206
2006,Brazil,Subaru,222
2006,Brazil,Toyota,242
2006,Brazil,Volkswagen,215
2006,Canada,Audi,217
2006,Canada,BMW,212
2006,Canada,Chevrolet,233
2006,Canada,Chrysler,224
2006,Canada,Dodge,219
2006,Canada,Ford,213
2006,Canada,Honda,213
2006,Canada,Hyundai,238
2006,Canada,Jeep,215
2006,Canada,Kia,218
2006,Canada,Land Rover,184
2006,Canada,Lexus,237
2006,Canada,Mazda,214
2006,Canada,Mercedes-Benz,223
2006,Canada,Nissan,214
2006,Canada,Subaru,197
2006,Canada,Toyota,220
2006,Canada,Volkswagen,257
2006,France,Audi,200
2006,France,BMW,210
2006,France,Chevrolet,190
2006,France,Chrysler,247
2006,France,Dodge,232
2006,France,Ford,214
2006,France,Honda,258
2006,France,Hyundai,209
2006,France,Jeep,226
2006,France,Kia,216
2006,France,Land Rover,196
2006,France,Lexus,236
2006,France,Mazda,230
2006,France,Mercedes-Benz,195
2006,France,Nissan,209
2006,France,Subaru,245
2006,France,Toyota,201
2006,France,Volkswagen,253
2006,Germany,Audi,226
2006,Germany,BMW,212
2006,Germany,Chevrolet,217
2006,Germany,Chrysler,216
2006,Germany,Dodge,236
2006,Germany,Ford,231
2006,Germany,Honda,218
2006,Germany,Hyundai,230
2006,Germany,Jeep,216
2006,Germany,Kia,217
2006,Germany,Land Rover,229
2006,Germany,Lexus,208
2006,Germany,Mazda,230
2006,Germany,Mercedes-Benz,218
2006,Germany,Nissan,237
2006,Germany,Subaru,208
2006,Germany,Toyota,244
2006,Germany,Volkswagen,208
2006,Italy,Audi,207
2006,Italy,BMW,239
2006,Italy,Chevrolet,206
2006,Italy,Chrysler,233
2006,Italy,Dodge,229
2006,Italy,Ford,207
2006,Italy,Honda,230
2006,Italy,Hyundai,244
2006,Italy,Jeep,198
2006,Italy,Kia,240
2006,Italy,Land Rover,220
2006,Italy,Lexus,199
2006,Italy,Mazda,226
2006,Italy,Mercedes-Benz,217
2006,Italy,Nissan,260
2006,Italy,Subaru,209
2006,Italy,Toyota,222
2006,Italy,Volkswagen,216
2006,Japan,Audi,228
2006,Japan,BMW,224
2006,Japan,Chevrolet,233
2006,Japan,Chrysler,246
2006,Japan,Dodge,214
2006,Japan,Ford,206
2006,Japan,Honda,230
2006,Japan,Hyundai,215
2006,Japan,Jeep,231
2006,Japan,Kia,207
2006,Japan,Land Rover,229
2006,Japan,Lexus,230
2006,Japan,Mazda,206
2006,Japan,Mercedes-Benz,199
2006,Japan,Nissan,212
2006,Japan,Subaru,206
2006,Japan,Toyota,221
2006,Japan,Volkswagen,215
2006,Mexico,Audi,203
2006,Mexico,BMW,198
2006,Mexico,Chevrolet,212
2006,Mexico,Chrysler,238
2006,Mexico,Dodge,223
2006,Mexico,Ford,236
2006,Mexico,Honda,215
2006,Mexico,Hyundai,229
2006,Mexico,Jeep,218
2006,Mexico,Kia,212
2006,Mexico,Land Rover,226
2006,Mexico,Lexus,212
2006,Mexico,Mazda,224
2006,Mexico,Mercedes-Benz,210
2006,Mexico,Nissan,213
2006,Mexico,Subaru,213
2006,Mexico,Toyota,215
2006,Mexico,Volkswagen,223
2006,UK,Audi,203
2006,UK,BMW,214
2006,UK,Chevrolet,206
2006,UK,Chrysler,228
2006,UK,Dodge,213
2006,UK,Ford,234
2006,UK,Honda,219
2006,UK,Hyundai,224
2006,UK,Jeep,237
2006,UK,Kia,223
2006,UK,Land Rover,242
2006,UK,Lexus,204
2006,UK,Mazda,218
2006,UK,Mercedes-Benz,209
2006,UK,Nissan,199
2006,UK,Subaru,216
2006,UK,Toyota,233
2006,UK,Volkswagen,229
2006,USA,Audi,228
2006,USA,BMW,235
2006,USA,Chevrolet,231
2006,USA,Chrysler,262
2006,USA,Dodge,223
2006,USA,Ford,244
2006,USA,Honda,228
2006,USA,Hyundai,229
2006,USA,Jeep,242
2006,USA,Kia,238
2006,USA,Land Rover,228
2006,USA,Lexus,234
2006,USA,Mazda,234
2006,USA,Mercedes-Benz,235
2006,USA,Nissan,219
2006,USA,Subaru,245
2006,USA,Toyota,210
2006,USA,Volkswagen,196
2007,Australia,Audi,230
2007,Australia,BMW,250
2007,Australia,Chevrolet,200
2007,Australia,Chrysler,218
2007,Australia,Dodge,213
2007,Australia,Ford,222
2007,Australia,Honda,222
2007,Australia,Hyundai,230
2007,Australia,Jeep,232
2007,Australia,Kia,183
2007,Australia,Land Rover,231
2007,Australia,Lexus,219
2007,Australia,Mazda,233
2007,Australia,Mercedes-Benz,247
2007,Australia,Nissan,206
2007,Australia,Subaru,236
2007,Australia,Toyota,243
2007,Australia,Volkswagen,202
2007,Brazil,Audi,215
2007,Brazil,BMW,226
2007,Brazil,Chevrolet,232
2007,Brazil,Chrysler,218
2007,Brazil,Dodge,226
2007,Brazil,Ford,225
2007,Brazil,Honda,229
2007,Brazil,Hyundai,218
2007,Brazil,Jeep,205
2007,Brazil,Kia,236
2007,Brazil,Land Rover,217
2007,Brazil,Lexus,205
2007,Brazil,Mazda,221
2007,Brazil,Mercedes-Benz,213
2007,Brazil,Nissan,229
2007,Brazil,Subaru,227
2007,Brazil,Toyota,221
2007,Brazil,Volkswagen,239
2007,Canada,Audi,230
2007,Canada,BMW,226
2007,Canada,Chevrolet,236
2007,Canada,Chrysler,241
2007,Canada,Dodge,232
2007,Canada,Ford,229
2007,Canada,Honda,214
2007,Canada,Hyundai,236
2007,Canada,Jeep,235
2007,Canada,Kia,226
2007,Canada,Land Rover,219
2007,Canada,Lexus,211
2007,Canada,Mazda,218
2007,Canada,Mercedes-Benz,242
2007,Canada,Nissan,180
2007,Canada,Subaru,224
2007,Canada,Toyota,225
2007,Canada,Volkswagen,214
2007,France,Audi,211
2007,France,BMW,238
2007,France,Chevrolet,247
2007,France,Chrysler,213
2007,France,Dodge,213
2007,France,Ford,218
2007,France,Honda,213
2007,France,Hyundai,228
2007,France,Jeep,185
2007,France,Kia,222
2007,France,Land Rover,230
2007,France,Lexus,222
2007,France,Mazda,257
2007,France,Mercedes-Benz,231
2007,France,Nissan,218
2007,France,Subaru,217
2007,France,Toyota,228
2007,France,Volkswagen,223
2007,Germany,Audi,242
2007,Germany,BMW,221
2007,Germany,Chevrolet,224
2007,Germany,Chrysler,227
2007,Germany,Dodge,193
2007,Germany,Ford,231
2007,Germany,Honda,209
2007,Germany,Hyundai,208
2007,Germany,Jeep,200
2007,Germany,Kia,213
2007,Germany,Land Rover,227
2007,Germany,Lexus,222
2007,Germany,Mazda,221
2007,Germany,Mercedes-Benz,245
2007,Germany,Nissan,221
2007,Germany,Subaru,212
2007,Germany,Toyota,223
2007,Germany,Volkswagen,223
2007,Italy,Audi,227
2007,Italy,BMW,222
2007,Italy,Chevrolet,225
2007,Italy,Chrysler,237
2007,Italy,Dodge,213
2007,Italy,Ford,226
2007,Italy,Honda,205
2007,Italy,Hyundai,229
2007,Italy,Jeep,233
2007,Italy,Kia,228
2007,Italy,Land Rover,223
2007,Italy,Lexus,262
2007,Italy,Mazda,212
2007,Italy,Mercedes-Benz,227
2007,Italy,Nissan,246
2007,Italy,Subaru,212
2007,Italy,Toyota,217
2007,Italy,Volkswagen,237
2007,Japan,Audi,214
2007,Japan,BMW,227
2007,Japan,Chevrolet,218
2007,Japan,Chrysler,194
2007,Japan,Dodge,227
2007,Japan,Ford,241
2007,Japan,Honda,232
2007,Japan,Hyundai,224
2007,Japan,Jeep,240
2007,Japan,Kia,236
2007,Japan,Land Rover,207
2007,Japan,Lexus,216
2007,Japan,Mazda,236
2007,Japan,Mercedes-Benz,216
2007,Japan,Nissan,203
2007,Japan,Subaru,217
2007,Japan,Toyota,227
2007,Japan,Volkswagen,230
2007,Mexico,Audi,204
2007,Mexico,BMW,201
2007,Mexico,Chevrolet,221
2007,Mexico,Chrysler,207
2007,Mexico,Dodge,211
2007,Mexico,Ford,212
2007,Mexico,Honda,212
2007,Mexico,Hyundai,244
2007,Mexico,Jeep,214
2007,Mexico,Kia,200
2007,Mexico,Land Rover,225
2007,Mexico,Lexus,193
2007,Mexico,Mazda,237
2007,Mexico,Mercedes-Benz,229
2007,Mexico,Nissan,233
2007,Mexico,Subaru,210
2007,Mexico,Toyota,229
2007,Mexico,Volkswagen,220
2007,UK,Audi,207
2007,UK,BMW,236
2007,UK,Chevrolet,212
2007,UK,Chrysler,235
2007,UK,Dodge,251
2007,UK,Ford,198
2007,UK,Honda,216
2007,UK,Hyundai,225
2007,UK,Jeep,238
2007,UK,Kia,246
2007,UK,Land Rover,218
2007,UK,Lexus,222
2007,UK,Mazda,193
2007,UK,Mercedes-Benz,210
2007,UK,Nissan,244
2007,UK,Subaru,224
2007,UK,Toyota,209
2007,UK,Volkswagen,219
2007,USA,Audi,233
2007,USA,BMW,205
2007,USA,Chevrolet,235
2007,USA,Chrysler,241
2007,USA,Dodge,202
2007,USA,Ford,219
2007,USA,Honda,223
2007,USA,Hyundai,249
2007,USA,Jeep,212
2007,USA,Kia,197
2007,USA,Land Rover,214
2007,USA,Lexus,218
2007,USA,Mazda,250
2007,USA,Mercedes-Benz,228
2007,USA,Nissan,194
2007,USA,Subaru,229
2007,USA,Toyota,228
2007,USA,Volkswagen,233
2008,Australia,Audi,212
2008,Australia,BMW,215
2008,Australia,Chevrolet,207
2008,Australia,Chrysler,229
2008,Australia,Dodge,230
2008,Australia,Ford,213
2008,Australia,Honda,256
2008,Australia,Hyundai,227
2008,Australia,Jeep,234
2008,Australia,Kia,211
2008,Australia,Land Rover,212
2008,Australia,Lexus,218
2008,Australia,Mazda,245
2008,Australia,Mercedes-Benz,230
2008,Australia,Nissan,202
2008,Australia,Subaru,204
2008,Australia,Toyota,219
2008,Australia,Volkswagen,217
2008,Brazil,Audi,224
2008,Brazil,BMW,244
2008,Brazil,Chevrolet,222
2008,Brazil,Chrysler,224
2008,Brazil,Dodge,238
2008,Brazil,Ford,217
2008,Brazil,Honda,206
2008,Brazil,Hyundai,212
2008,Brazil,Jeep,221
2008,Brazil,Kia,212
2008,Brazil,Land Rover,224
2008,Brazil,Lexus,227
2008,Brazil,Mazda,243
2008,Brazil,Mercedes-Benz,216
2008,Brazil,Nissan,206
2008,Brazil,Subaru,203
2008,Brazil,Toyota,234
2008,Brazil,Volkswagen,242
2008,Canada,Audi,217
2008,Canada,BMW,197
2008,Canada,Chevrolet,214
2008,Canada,Chrysler,211
2008,Canada,Dodge,236
2008,Canada,Ford,218
2008,Canada,Honda,216
2008,Canada,Hyundai,199
2008,Canada,Jeep,210
2008,Canada,Kia,231
2008,Canada,Land Rover,203
2008,Canada,Lexus,253
2008,Canada,Mazda,236
2008,Canada,Mercedes-Benz,186
2008,Canada,Nissan,223
2008,Canada,Subaru,239
2008,Canada,Toyota,229
2008,Canada,Volkswagen,215
2008,France,Audi,219
2008,France,BMW,205
2008,France,Chevrolet,250
2008,France,Chrysler,215
2008,France,Dodge,262
2008,France,Ford,226
2008,France,Honda,225
2008,France,Hyundai,230
2008,France,Jeep,238
2008,France,Kia,224
2008,France,Land Rover,234
2008,France,Lexus,208
2008,France,Mazda,192
2008,France,Mercedes-Benz,234
2008,France,Nissan,214
2008,France,Subaru,216
2008,France,Toyota,237
2008,France,Volkswagen,238
2008,Germany,Audi,224
2008,Germany,BMW,216
2008,Germany,Chevrolet,203
2008,Germany,Chrysler,215
2008,Germany,Dodge,252
2008,Germany,Ford,224
2008,Germany,Honda,221
2008,Germany,Hyundai,214
2008,Germany,Jeep,221
2008,Germany,Kia,209
2008,Germany,Land Rover,226
2008,Germany,Lexus,205
2008,Germany,Mazda,212
2008,Germany,Mercedes-Benz,233
2008,Germany,Nissan,230
2008,Germany,Subaru,231
2008,Germany,Toyota,219
2008,Germany,Volkswagen,225
2008,Italy,Audi,233
2008,Italy,BMW,216
2008,Italy,Chevrolet,227
2008,Italy,Chrysler,207
2008,Italy,Dodge,224
2008,Italy,Ford,220
2008,Italy,Honda,216
2008,Italy,Hyundai,228
2008,Italy,Jeep,250
2008,Italy,Kia,218
2008,Italy,Land Rover,226
2008,Italy,Lexus,235
2008,Italy,Mazda,234
2008,Italy,Mercedes-Benz,211
2008,Italy,Nissan,207
2008,Italy,Subaru,204
2008,Italy,Toyota,212
2008,Italy,Volkswagen,244
2008,Japan,Audi,204
2008,Japan,BMW,234
2008,Japan,Chevrolet,216
2008,Japan,Chrysler,237
2008,Japan,Dodge,223
2008,Japan,Ford,222
2008,Japan,Honda,204
2008,Japan,Hyundai,212
2008,Japan,Jeep,200
2008,Japan,Kia,230
2008,Japan,Land Rover,218
2008,Japan,Lexus,214
2008,Japan,Mazda,215
2008,Japan,Mercedes-Benz,237
2008,Japan,Nissan,186
2008,Japan,Subaru,204
2008,Japan,Toyota,223
2008,Japan,Volkswagen,212
2008,Mexico,Audi,232
2008,Mexico,BMW,210
2008,Mexico,Chevrolet,204
2008,Mexico,Chrysler,224
2008,Mexico,Dodge,191
2008,Mexico,Ford,217
2008,Mexico,Honda,215
2008,Mexico,Hyundai,198
2008,Mexico,Jeep,215
2008,Mexico,Kia,203
2008,Mexico,Land Rover,198
2008,Mexico,Lexus,223
2008,Mexico,Mazda,243
2008,Mexico,Mercedes-Benz,213
2008,Mexico,Nissan,239
2008,Mexico,Subaru,216
2008,Mexico,Toyota,238
2008,Mexico,Volkswagen,211
2008,UK,Audi,203
2008,UK,BMW,245
2008,UK,Chevrolet,224
2008,UK,Chrysler,218
2008,UK,Dodge,223
2008,UK,Ford,233
2008,UK,Honda,214
2008,UK,Hyundai,235
2008,UK,Jeep,243
2008,UK,Kia,226
2008,UK,Land Rover,209
2008,UK,Lexus,244
2008,UK,Mazda,246
2008,UK,Mercedes-Benz,212
2008,UK,Nissan,225
2008,UK,Subaru,216
2008,UK,Toyota,232
2008,UK,Volkswagen,234
2008,USA,Audi,185
2008,USA,BMW,218
2008,USA,Chevrolet,217
2008,USA,Chrysler,216
2008,USA,Dodge,214
2008,USA,Ford,204
2008,USA,Honda,230
2008,USA,Hyundai,207
2008,USA,Jeep,246
2008,USA,Kia,208
2008,USA,Land Rover,194
2008,USA,Lexus,222
2008,USA,Mazda,225
2008,USA,Mercedes-Benz,198
2008,USA,Nissan,245
2008,USA,Subaru,225
2008,USA,Toyota,214
2008,USA,Volkswagen,222
2009,Australia,Audi,195
2009,Australia,BMW,237
2009,Australia,Chevrolet,194
2009,Australia,Chrysler,217
2009,Australia,Dodge,217
2009,Australia,Ford,205
2009,Australia,Honda,210
2009,Australia,Hyundai,228
2009,Australia,Jeep,241
2009,Australia,Kia,253
2009,Australia,Land Rover,215
2009,Australia,Lexus,218
2009,Australia,Mazda,205
2009,Australia,Mercedes-Benz,206
2009,Australia,Nissan,219
2009,Australia,Subaru,207
2009,Australia,Toyota,212
2009,Australia,Volkswagen,210
2009,Brazil,Audi,232
2009,Brazil,BMW,244
2009,Brazil,Chevrolet,206
2009,Brazil,Chrysler,189
2009,Brazil,Dodge,226
2009,Brazil,Ford,245
2009,Brazil,Honda,215
2009,Brazil,Hyundai,217
2009,Brazil,Jeep,243
2009,Brazil,Kia,218
2009,Brazil,Land Rover,238
2009,Brazil,Lexus,259
2009,Brazil,Mazda,225
2009,Brazil,Mercedes-Benz,219
2009,Brazil,Nissan,228
2009,Brazil,Subaru,222
2009,Brazil,Toyota,228
2009,Brazil,Volkswagen,205
2009,Canada,Audi,233
2009,Canada,BMW,223
2009,Canada,Chevrolet,241
2009,Canada,Chrysler,235
2009,Canada,Dodge,207
2009,Canada,Ford,197
2009,Canada,Honda,218
2009,Canada,Hyundai,201
2009,Canada,Jeep,220
2009,Canada,Kia,229
2009,Canada,Land Rover,227
2009,Canada,Lexus,202
2009,Canada,Mazda,214
2009,Canada,Mercedes-Benz,258
2009,Canada,Nissan,213
2009,Canada,Subaru,188
2009,Canada,Toyota,239
2009,Canada,Volkswagen,227
2009,France,Audi,221
2009,France,BMW,227
2009,France,Chevrolet,240
2009,France,Chrysler,212
2009,France,Dodge,233
2009,France,Ford,216
2009,France,Honda,205
2009,France,Hyundai,209
2009,France,Jeep,223
2009,France,Kia,231
2009,France,Land Rover,208
2009,France,Lexus,238
2009,France,Mazda,204
2009,France,Mercedes-Benz,217
2009,France,Nissan,222
2009,France,Subaru,234
2009,France,Toyota,230
2009,France,Volkswagen,214
2009,Germany,Audi,221
2009,Germany,BMW,234
2009,Germany,Chevrolet,214
2009,Germany,Chrysler,216
2009,Germany,Dodge,211
2009,Germany,Ford,211
2009,Germany,Honda,206
2009,Germany,Hyundai,215
2009,Germany,Jeep,243
2009,Germany,Kia,210
2009,Germany,Land Rover,219
2009,Germany,Lexus,236
2009,Germany,Mazda,236
2009,Germany,Mercedes-Benz,212
2009,Germany,Nissan,204
2009,Germany,Subaru,222
2009,Germany,Toyota,194
2009,Germany,Volkswagen,240
2009,Italy,Audi,213
2009,Italy,BMW,260
2009,Italy,Chevrolet,198
2009,Italy,Chrysler,218
2009,Italy,Dodge,217
2009,Italy,Ford,232
2009,Italy,Honda,228
2009,Italy,Hyundai,250
2009,Italy,Jeep,218
2009,Italy,Kia,191
2009,Italy,Land Rover,224
2009,Italy,Lexus,210
2009,Italy,Mazda,254
2009,Italy,Mercedes-Benz,193
2009,Italy,Nissan,237
2009,Italy,Subaru,202
2009,Italy,Toyota,239
2009,Italy,Volkswagen,215
2009,Japan,Audi,228
2009,Japan,BMW,242
2009,Japan,Chevrolet,206
2009,Japan,Chrysler,225
2009,Japan,Dodge,230
2009,Japan,Ford,223
2009,Japan,Honda,235
2009,Japan,Hyundai,238
2009,Japan,Jeep,219
2009,Japan,Kia,224
2009,Japan,Land Rover,210
2009,Japan,Lexus,213
2009,Japan,Mazda,209
2009,Japan,Mercedes-Benz,235
2009,Japan,Nissan,193
2009,Japan,Subaru,203
2009,Japan,Toyota,224
2009,Japan,Volkswagen,230
2009,Mexico,Audi,211
2009,Mexico,BMW,206
2009,Mexico,Chevrolet,263
2009,Mexico,Chrysler,214
2009,Mexico,Dodge,200
2009,Mexico,Ford,219
2009,Mexico,Honda,227
2009,Mexico,Hyundai,212
2009,Mexico,Jeep,206
2009,Mexico,Kia,197
2009,Mexico,Land Rover,221
2009,Mexico,Lexus,241
2009,Mexico,Mazda,237
2009,Mexico,Mercedes-Benz,219
2009,Mexico,Nissan,210
2009,Mexico,Subaru,211
2009,Mexico,Toyota,248
2009,Mexico,Volkswagen,237
2009,UK,Audi,224
2009,UK,BMW,204
2009,UK,Chevrolet,223
2009,UK,Chrysler,243
2009,UK,Dodge,221
2009,UK,Ford,234
2009,UK,Honda,233
2009,UK,Hyundai,209
2009,UK,Jeep,207
2009,UK,Kia,230
2009,UK,Land Rover,197
2009,UK,Lexus,201
2009,UK,Mazda,228
2009,UK,Mercedes-Benz,233
2009,UK,Nissan,234
2009,UK,Subaru,207
2009,UK,Toyota,221
2009,UK,Volkswagen,235
2009,USA,Audi,194
2009,USA,BMW,223
2009,USA,Chevrolet,209
2009,USA,Chrysler,202
2009,USA,Dodge,243
2009,USA,Ford,220
2009,USA,Honda,229
2009,USA,Hyundai,245
2009,USA,Jeep,226
2009,USA,Kia,218
2009,USA,Land Rover,199
2009,USA,Lexus,208
2009,USA,Mazda,228
2009,USA,Mercedes-Benz,242
2009,USA,Nissan,233
2009,USA,Subaru,216
2009,USA,Toyota,224
2009,USA,Volkswagen,209
2010,Australia,Audi,206
2010,Australia,BMW,228
2010,Australia,Chevrolet,231
2010,Australia,Chrysler,215
2010,Australia,Dodge,210
2010,Australia,Ford,247
2010,Australia,Honda,205
2010,Australia,Hyundai,244
2010,Australia,Jeep,214
2010,Australia,Kia,217
2010,Australia,Land Rover,215
2010,Australia,Lexus,237
2010,Australia,Mazda,238
2010,Australia,Mercedes-Benz,239
2010,Australia,Nissan,199
2010,Australia,Subaru,231
2010,Australia,Toyota,213
2010,Australia,Volkswagen,207
2010,Brazil,Audi,220
2010,Brazil,BMW,221
2010,Brazil,Chevrolet,228
2010,Brazil,Chrysler,251
2010,Brazil,Dodge,209
2010,Brazil,Ford,216
2010,Brazil,Honda,218
2010,Brazil,Hyundai,194
2010,Brazil,Jeep,229
2010,Brazil,Kia,201
2010,Brazil,Land Rover,240
2010,Brazil,Lexus,254
2010,Brazil,Mazda,217
2010,Brazil,Mercedes-Benz,212
2010,Brazil,Nissan,217
2010,Brazil,Subaru,246
2010,Brazil,Toyota,213
2010,Brazil,Volkswagen,256
2010,Canada,Audi,221
2010,Canada,BMW,209
2010,Canada,Chevrolet,191
2010,Canada,Chrysler,227
2010,Canada,Dodge,207
2010,Canada,Ford,198
2010,Canada,Honda,239
2010,Canada,Hyundai,232
2010,Canada,Jeep,222
2010,Canada,Kia,220
2010,Canada,Land Rover,235
2010,Canada,Lexus,220
2010,Canada,Mazda,236
2010,Canada,Mercedes-Benz,221
2010,Canada,Nissan,197
2010,Canada,Subaru,242
2010,Canada,Toyota,187
2010,Canada,Volkswagen,225
2010,France,Audi,234
2010,France,BMW,244
2010,France,Chevrolet,204
2010,France,Chrysler,228
2010,France,Dodge,219
2010,France,Ford,219
2010,France,Honda,239
2010,France,Hyundai,189
2010,France,Jeep,201
2010,France,Kia,228
2010,France,Land Rover,211
2010,France,Lexus,227
2010,France,Mazda,211
2010,France,Mercedes-Benz,227
2010,France,Nissan,231
2010,France,Subaru,230
2010,France,Toyota,215
2010,France,Volkswagen,226
2010,Germany,Audi,221
2010,Germany,BMW,203
2010,Germany,Chevrolet,227
2010,Germany,Chrysler,217
2010,Germany,Dodge,224
2010,Germany,Ford,221
2010,Germany,Honda,224
2010,Germany,Hyundai,199
2010,Germany,Jeep,231
2010,Germany,Kia,233
2010,Germany,Land Rover,222
2010,Germany,Lexus,232
2010,Germany,Mazda,211
2010,Germany,Mercedes-Benz,208
2010,Germany,Nissan,207
2010,Germany,Subaru,205
2010,Germany,Toyota,195
2010,Germany,Volkswagen,219
2010,Italy,Audi,225
2010,Italy,BMW,248
2010,Italy,Chevrolet,222
2010,Italy,Chrysler,241
2010,Italy,Dodge,237
2010,Italy,Ford,252
2010,Italy,Honda,207
2010,Italy,Hyundai,215
2010,Italy,Jeep,222
2010,Italy,Kia,213
2010,Italy,Land Rover,207
2010,Italy,Lexus,217
2010,Italy,Mazda,223
2010,Italy,Mercedes-Benz,229
2010,Italy,Nissan,220
2010,Italy,Subaru,235
2010,Italy,Toyota,238
2010,Italy,Volkswagen,214
2010,Japan,Audi,224
2010,Japan,BMW,224
2010,Japan,Chevrolet,226
2010,Japan,Chrysler,211
2010,Japan,Dodge,213
2010,Japan,Ford,203
2010,Japan,Honda,203
2010,Japan,Hyundai,200
2010,Japan,Jeep,219
2010,Japan,Kia,203
2010,Japan,Land Rover,254
2010,Japan,Lexus,224
2010,Japan,Mazda,234
2010,Japan,Mercedes-Benz,240
2010,Japan,Nissan,244
2010,Japan,Subaru,241
2010,Japan,Toyota,225
2010,Japan,Volkswagen,221
2010,Mexico,Audi,209
2010,Mexico,BMW,211
2010,Mexico,Chevrolet,230
2010,Mexico,Chrysler,236
2010,Mexico,Dodge,241
2010,Mexico,Ford,230
2010,Mexico,Honda,249
2010,Mexico,Hyundai,222
2010,Mexico,Jeep,211
2010,Mexico,Kia,239
2010,Mexico,Land Rover,208
2010,Mexico,Lexus,214
2010,Mexico,Mazda,223
2010,Mexico,Mercedes-Benz,245
2010,Mexico,Nissan,229
2010,Mexico,Subaru,230
2010,Mexico,Toyota,220
2010,Mexico,Volkswagen,223
2010,UK,Audi,212
2010,UK,BMW,215
2010,UK,Chevrolet,206
2010,UK,Chrysler,205
2010,UK,Dodge,222
2010,UK,Ford,232
2010,UK,Honda,195
2010,UK,Hyundai,204
2010,UK,Jeep,234
2010,UK,Kia,206
2010,UK,Land Rover,241
2010,UK,Lexus,214
2010,UK,Mazda,204
2010,UK,Mercedes-Benz,239
2010,UK,Nissan,216
2010,UK,Subaru,196
2010,UK,Toyota,225
2010,UK,Volkswagen,216
2010,USA,Audi,213
2010,USA,BMW,211
2010,USA,Chevrolet,204
2010,USA,Chrysler,227
2010,USA,Dodge,233
2010,USA,Ford,222
2010,USA,Honda,244
2010,USA,Hyundai,214
